indicator;jaar;thema;eenheid;bron;doel_tekst;legitimatie;coalitiedoel;coalitiebedoeling;doel;doeljaar;doel_meerdere;richting;doelsoort;heeft_coalitiedoel;doel_alt;doel_alt_label;waarde_rk;waarde;herkomst
Investeringsquote defensie uitgaven (% defensie-uitgaven voor investeringen);2024;Defensie en Ontwikkelingssamenwerking;NA;Defensie;> 20%;NATO Defence Investment Pledge (2014) en Defence Planning Capability Review;NA;NA;20,0;NA;NA;hoger;Overig;FALSE;NA;NA;26,70000000000000;26,70000000000000;Rekenkamer
Investeringsquote defensie uitgaven (% defensie-uitgaven voor investeringen);2025;Defensie en Ontwikkelingssamenwerking;NA;Defensie;> 20%;NATO Defence Investment Pledge (2014) en Defence Planning Capability Review;NA;NA;20,0;NA;NA;hoger;Overig;FALSE;NA;NA;30,10000000000000;30,10000000000000;Rekenkamer
Uitgaven ontwikkelingssamenwerking (als % BNI);2020;Defensie en Ontwikkelingssamenwerking;als % BNI;CBS;7.0000000000000001E-3;VN-resolutie 2626 (XXV) en overgenomen in EU-verplichtingen en SDG 17.2;NA;We zetten een stap richting de OESO-norm;0,7;NA;NA;hoger;Overig;FALSE;NA;NA;0,59000000000000;0,59000000000000;Rekenkamer
Uitgaven ontwikkelingssamenwerking (als % BNI);2021;Defensie en Ontwikkelingssamenwerking;als % BNI;CBS;7.0000000000000001E-3;VN-resolutie 2626 (XXV) en overgenomen in EU-verplichtingen en SDG 17.2;NA;We zetten een stap richting de OESO-norm;0,7;NA;NA;hoger;Overig;FALSE;NA;NA;0,52000000000000;0,52000000000000;Rekenkamer
Uitgaven ontwikkelingssamenwerking (als % BNI);2022;Defensie en Ontwikkelingssamenwerking;als % BNI;CBS;7.0000000000000001E-3;VN-resolutie 2626 (XXV) en overgenomen in EU-verplichtingen en SDG 17.2;NA;We zetten een stap richting de OESO-norm;0,7;NA;NA;hoger;Overig;FALSE;NA;NA;0,67000000000000;0,67000000000000;Rekenkamer
Uitgaven ontwikkelingssamenwerking (als % BNI);2023;Defensie en Ontwikkelingssamenwerking;als % BNI;CBS;7.0000000000000001E-3;VN-resolutie 2626 (XXV) en overgenomen in EU-verplichtingen en SDG 17.2;NA;We zetten een stap richting de OESO-norm;0,7;NA;NA;hoger;Overig;FALSE;NA;NA;0,66000000000000;0,66000000000000;Rekenkamer
Uitgaven ontwikkelingssamenwerking (als % BNI);2024;Defensie en Ontwikkelingssamenwerking;als % BNI;CBS;7.0000000000000001E-3;VN-resolutie 2626 (XXV) en overgenomen in EU-verplichtingen en SDG 17.2;NA;We zetten een stap richting de OESO-norm;0,7;NA;NA;hoger;Overig;FALSE;NA;NA;0,62000000000000;0,62000000000000;Rekenkamer
Uitgaven ontwikkelingssamenwerking (als % BNI);2025;Defensie en Ontwikkelingssamenwerking;als % BNI;CBS;7.0000000000000001E-3;VN-resolutie 2626 (XXV) en overgenomen in EU-verplichtingen en SDG 17.2;NA;We zetten een stap richting de OESO-norm;0,7;NA;NA;hoger;Overig;FALSE;NA;NA;0,54000000000000;0,54000000000000;Rekenkamer
Vullingsgraad formatie krijgsmacht (Militair personeel);2021;Defensie en Ontwikkelingssamenwerking;Militair personeel;Defensie;2025: 86,7%;Jaarverslagen ministerie van Defensie;NA;NA;86,7;2025;NA;hoger;Overig;FALSE;NA;NA;79,90000000000001;79,90000000000001;Rekenkamer
Vullingsgraad formatie krijgsmacht (Militair personeel);2022;Defensie en Ontwikkelingssamenwerking;Militair personeel;Defensie;2025: 86,7%;Jaarverslagen ministerie van Defensie;NA;NA;86,7;2025;NA;hoger;Overig;FALSE;NA;NA;79,90000000000001;79,90000000000001;Rekenkamer
Vullingsgraad formatie krijgsmacht (Militair personeel);2023;Defensie en Ontwikkelingssamenwerking;Militair personeel;Defensie;2025: 86,7%;Jaarverslagen ministerie van Defensie;NA;NA;86,7;2025;NA;hoger;Overig;FALSE;NA;NA;79,00000000000000;79,00000000000000;Rekenkamer
Vullingsgraad formatie krijgsmacht (Militair personeel);2024;Defensie en Ontwikkelingssamenwerking;Militair personeel;Defensie;2025: 86,7%;Jaarverslagen ministerie van Defensie;NA;NA;86,7;2025;NA;hoger;Overig;FALSE;NA;NA;77,20000000000000;77,20000000000000;Rekenkamer
Vullingsgraad formatie krijgsmacht (Militair personeel);2025;Defensie en Ontwikkelingssamenwerking;Militair personeel;Defensie;2025: 86,7%;Jaarverslagen ministerie van Defensie;NA;NA;86,7;2025;NA;hoger;Overig;FALSE;NA;NA;79,50000000000000;79,50000000000000;Rekenkamer
"Arbeidsproductiviteit (toegevoegde waarde per gewerkt uur; index, 2021 = 100)";2020;Economie & Arbeidsmarkt;NA;CBS;een hogere indexscore is beter;Beleid Europese Commissie, Productiviteitsagenda;NA;Arbeidsproductiviteit verhogen;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;97,00000000000000;97,00000000000000;Rekenkamer
"Arbeidsproductiviteit (toegevoegde waarde per gewerkt uur; index, 2021 = 100)";2021;Economie & Arbeidsmarkt;NA;CBS;een hogere indexscore is beter;Beleid Europese Commissie, Productiviteitsagenda;NA;Arbeidsproductiviteit verhogen;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;100,00000000000000;100,00000000000000;Rekenkamer
"Arbeidsproductiviteit (toegevoegde waarde per gewerkt uur; index, 2021 = 100)";2022;Economie & Arbeidsmarkt;NA;CBS;een hogere indexscore is beter;Beleid Europese Commissie, Productiviteitsagenda;NA;Arbeidsproductiviteit verhogen;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;102,00000000000000;102,00000000000000;Rekenkamer
"Arbeidsproductiviteit (toegevoegde waarde per gewerkt uur; index, 2021 = 100)";2023;Economie & Arbeidsmarkt;NA;CBS;een hogere indexscore is beter;Beleid Europese Commissie, Productiviteitsagenda;NA;Arbeidsproductiviteit verhogen;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;100,00000000000000;100,00000000000000;Rekenkamer
"Arbeidsproductiviteit (toegevoegde waarde per gewerkt uur; index, 2021 = 100)";2024;Economie & Arbeidsmarkt;NA;CBS;een hogere indexscore is beter;Beleid Europese Commissie, Productiviteitsagenda;NA;Arbeidsproductiviteit verhogen;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;99,90000000000001;99,90000000000001;Rekenkamer
BBP reële groei;2020;Economie & Arbeidsmarkt;NA;CBS;NA;Europese Stabiliteits- en Groeipact;Actief sturen op 1,5% structurele economische groei;NA;NA;NA;NA;hoger;Internationale afspraak;TRUE;NA;NA;-3,90000000000000;-3,90000000000000;Rekenkamer
BBP reële groei;2021;Economie & Arbeidsmarkt;NA;CBS;NA;Europese Stabiliteits- en Groeipact;Actief sturen op 1,5% structurele economische groei;NA;NA;NA;NA;hoger;Internationale afspraak;TRUE;NA;NA;6,30000000000000;6,30000000000000;Rekenkamer
BBP reële groei;2022;Economie & Arbeidsmarkt;NA;CBS;NA;Europese Stabiliteits- en Groeipact;Actief sturen op 1,5% structurele economische groei;NA;NA;NA;NA;hoger;Internationale afspraak;TRUE;NA;NA;5,00000000000000;5,00000000000000;Rekenkamer
BBP reële groei;2023;Economie & Arbeidsmarkt;NA;CBS;NA;Europese Stabiliteits- en Groeipact;Actief sturen op 1,5% structurele economische groei;NA;NA;NA;NA;hoger;Internationale afspraak;TRUE;NA;NA;-0,60000000000000;-0,60000000000000;Rekenkamer
BBP reële groei;2024;Economie & Arbeidsmarkt;NA;CBS;NA;Europese Stabiliteits- en Groeipact;Actief sturen op 1,5% structurele economische groei;NA;NA;NA;NA;hoger;Internationale afspraak;TRUE;NA;NA;1,10000000000000;1,10000000000000;Rekenkamer
"Concurrentiekracht (World Competitiveness Ranking); rang NL binnen Europa";2020;Economie & Arbeidsmarkt;NA;IMD;Hogere rang is beter;Beleid Europese Commissie in navolging rapport Draghi;NA;NA;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;3,00000000000000;3,00000000000000;Rekenkamer
"Concurrentiekracht (World Competitiveness Ranking); rang NL binnen Europa";2021;Economie & Arbeidsmarkt;NA;IMD;Hogere rang is beter;Beleid Europese Commissie in navolging rapport Draghi;NA;NA;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;4,00000000000000;4,00000000000000;Rekenkamer
"Concurrentiekracht (World Competitiveness Ranking); rang NL binnen Europa";2022;Economie & Arbeidsmarkt;NA;IMD;Hogere rang is beter;Beleid Europese Commissie in navolging rapport Draghi;NA;NA;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;4,00000000000000;4,00000000000000;Rekenkamer
"Concurrentiekracht (World Competitiveness Ranking); rang NL binnen Europa";2023;Economie & Arbeidsmarkt;NA;IMD;Hogere rang is beter;Beleid Europese Commissie in navolging rapport Draghi;NA;NA;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;4,00000000000000;4,00000000000000;Rekenkamer
"Concurrentiekracht (World Competitiveness Ranking); rang NL binnen Europa";2024;Economie & Arbeidsmarkt;NA;IMD;Hogere rang is beter;Beleid Europese Commissie in navolging rapport Draghi;NA;NA;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;5,00000000000000;5,00000000000000;Rekenkamer
"Concurrentiekracht (World Competitiveness Ranking); rang NL binnen Europa";2025;Economie & Arbeidsmarkt;NA;IMD;Hogere rang is beter;Beleid Europese Commissie in navolging rapport Draghi;NA;NA;NA;NA;NA;hoger;Internationale afspraak;FALSE;NA;NA;5,00000000000000;5,00000000000000;Rekenkamer
Netto arbeidsparticipatie (% 15-75-jarigen met betaald werk);2020;Economie & Arbeidsmarkt;NA;CBS;een hoger % is beter;Participatiewet;NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;69,59999999999999;69,59999999999999;Rekenkamer
Netto arbeidsparticipatie (% 15-75-jarigen met betaald werk);2021;Economie & Arbeidsmarkt;NA;CBS;een hoger % is beter;Participatiewet;NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;70,40000000000001;70,40000000000001;Rekenkamer
Netto arbeidsparticipatie (% 15-75-jarigen met betaald werk);2022;Economie & Arbeidsmarkt;NA;CBS;een hoger % is beter;Participatiewet;NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;72,20000000000000;72,20000000000000;Rekenkamer
Netto arbeidsparticipatie (% 15-75-jarigen met betaald werk);2023;Economie & Arbeidsmarkt;NA;CBS;een hoger % is beter;Participatiewet;NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;73,09999999999999;73,09999999999999;Rekenkamer
Netto arbeidsparticipatie (% 15-75-jarigen met betaald werk);2024;Economie & Arbeidsmarkt;NA;CBS;een hoger % is beter;Participatiewet;NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;73,20000000000000;73,20000000000000;Rekenkamer
Netto arbeidsparticipatie (% 15-75-jarigen met betaald werk);2025;Economie & Arbeidsmarkt;NA;CBS;een hoger % is beter;Participatiewet;NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;73,20000000000000;73,20000000000000;Rekenkamer
R en D uitgaven (% BBP);2013;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);NA;2,14000000000000;CBS
R en D uitgaven (% BBP);2014;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);NA;2,15000000000000;CBS
R en D uitgaven (% BBP);2015;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);NA;2,12000000000000;CBS
R en D uitgaven (% BBP);2016;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);NA;2,12000000000000;CBS
R en D uitgaven (% BBP);2017;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);NA;2,14000000000000;CBS
R en D uitgaven (% BBP);2018;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);NA;2,10000000000000;CBS
R en D uitgaven (% BBP);2019;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);NA;2,14000000000000;CBS
R en D uitgaven (% BBP);2020;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);2,27000000000000;2,27000000000000;CBS
R en D uitgaven (% BBP);2021;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);2,22000000000000;2,22000000000000;CBS
R en D uitgaven (% BBP);2022;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);2,18000000000000;2,18000000000000;CBS
R en D uitgaven (% BBP);2023;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);2,30000000000000;2,30000000000000;CBS
R en D uitgaven (% BBP);2024;Economie & Arbeidsmarkt;% BBP;CBS StatLine 84644NED;0.03;EU Lissabondoelstelling, vastgelegd in Europe 2020 strategy;Bewegen richting Lissabon-doelstelling van 3%;NA;3,0;NA;NA;hoger;Internationale afspraak;TRUE;2,5;Nederlands doel (2,5% sinds 2011, EZLI);2,29000000000000;2,36000000000000;CBS
Werkloosheid (% werkzoekenden 15-75 jaar die direct beschikbaar zijn als percentage van beroepsbevolking);2020;Economie & Arbeidsmarkt;NA;CBS;een lager % is beter;Europese intitatieven uit Europees Parlement: Europese Werkgelegenheidsstrategie;NA;NA;NA;NA;NA;lager;Internationale afspraak;FALSE;NA;NA;4,80000000000000;4,80000000000000;Rekenkamer
Werkloosheid (% werkzoekenden 15-75 jaar die direct beschikbaar zijn als percentage van beroepsbevolking);2021;Economie & Arbeidsmarkt;NA;CBS;een lager % is beter;Europese intitatieven uit Europees Parlement: Europese Werkgelegenheidsstrategie;NA;NA;NA;NA;NA;lager;Internationale afspraak;FALSE;NA;NA;4,20000000000000;4,20000000000000;Rekenkamer
Werkloosheid (% werkzoekenden 15-75 jaar die direct beschikbaar zijn als percentage van beroepsbevolking);2022;Economie & Arbeidsmarkt;NA;CBS;een lager % is beter;Europese intitatieven uit Europees Parlement: Europese Werkgelegenheidsstrategie;NA;NA;NA;NA;NA;lager;Internationale afspraak;FALSE;NA;NA;3,50000000000000;3,50000000000000;Rekenkamer
Werkloosheid (% werkzoekenden 15-75 jaar die direct beschikbaar zijn als percentage van beroepsbevolking);2023;Economie & Arbeidsmarkt;NA;CBS;een lager % is beter;Europese intitatieven uit Europees Parlement: Europese Werkgelegenheidsstrategie;NA;NA;NA;NA;NA;lager;Internationale afspraak;FALSE;NA;NA;3,60000000000000;3,60000000000000;Rekenkamer
Werkloosheid (% werkzoekenden 15-75 jaar die direct beschikbaar zijn als percentage van beroepsbevolking);2024;Economie & Arbeidsmarkt;NA;CBS;een lager % is beter;Europese intitatieven uit Europees Parlement: Europese Werkgelegenheidsstrategie;NA;NA;NA;NA;NA;lager;Internationale afspraak;FALSE;NA;NA;3,70000000000000;3,70000000000000;Rekenkamer
Werkloosheid (% werkzoekenden 15-75 jaar die direct beschikbaar zijn als percentage van beroepsbevolking);2025;Economie & Arbeidsmarkt;NA;CBS;een lager % is beter;Europese intitatieven uit Europees Parlement: Europese Werkgelegenheidsstrategie;NA;NA;NA;NA;NA;lager;Internationale afspraak;FALSE;NA;NA;3,90000000000000;3,90000000000000;Rekenkamer
Ervaren discriminatie (% personen 15+);2021;Gelijkheid/non-discriminatie;% personen 15+;CBS Veiligheidsmonitor;Hoe lager, hoe beter;Arikel 1 van de Grondwet, Algemene wet gelijke behandeling (AWGB), artikel 137 Wetboek van Strafrecht;NA;We versterken de rol van de Nationaal Coördinator Discriminatie en Racisme en de Nationaal coördinator Antisemitismebestrijding door hun werk wettelijk te verankeren;NA;NA;NA;lager;Wet of verdrag;FALSE;NA;NA;11,20000000000000;11,20000000000000;Rekenkamer
Ervaren discriminatie (% personen 15+);2023;Gelijkheid/non-discriminatie;% personen 15+;CBS Veiligheidsmonitor;Hoe lager, hoe beter;Arikel 1 van de Grondwet, Algemene wet gelijke behandeling (AWGB), artikel 137 Wetboek van Strafrecht;NA;We versterken de rol van de Nationaal Coördinator Discriminatie en Racisme en de Nationaal coördinator Antisemitismebestrijding door hun werk wettelijk te verankeren;NA;NA;NA;lager;Wet of verdrag;FALSE;NA;NA;10,80000000000000;10,80000000000000;Rekenkamer
Ervaren discriminatie (% personen 15+);2025;Gelijkheid/non-discriminatie;% personen 15+;CBS Veiligheidsmonitor;Hoe lager, hoe beter;Arikel 1 van de Grondwet, Algemene wet gelijke behandeling (AWGB), artikel 137 Wetboek van Strafrecht;NA;We versterken de rol van de Nationaal Coördinator Discriminatie en Racisme en de Nationaal coördinator Antisemitismebestrijding door hun werk wettelijk te verankeren;NA;NA;NA;lager;Wet of verdrag;FALSE;NA;NA;12,00000000000000;12,00000000000000;Rekenkamer
Gender-equality index (rang);2025;Gelijkheid/non-discriminatie;rang;EIGE;Een hogere positie (lager getal) is beter;VN-Vrouwenverdrag (CEDAW) en het Verdrag van Istanbul;NA;We blijven werken aan de gelijkwaardige positie van vrouwen in onze samenleving;NA;NA;NA;lager;Wet of verdrag;FALSE;NA;NA;5,00000000000000;5,00000000000000;Rekenkamer
Gender-equality index (score);2020;Gelijkheid/non-discriminatie;score;EIGE;Hoe hoger, hoe beter;VN-Vrouwenverdrag (CEDAW) en het Verdrag van Istanbul;NA;We blijven werken aan de gelijkwaardige positie van vrouwen in onze samenleving;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;64,70000000000000;64,70000000000000;Rekenkamer
Gender-equality index (score);2025;Gelijkheid/non-discriminatie;score;EIGE;Hoe hoger, hoe beter;VN-Vrouwenverdrag (CEDAW) en het Verdrag van Istanbul;NA;We blijven werken aan de gelijkwaardige positie van vrouwen in onze samenleving;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;69,50000000000000;69,50000000000000;Rekenkamer
Inkomensongelijkheid (Gini-coëfficiënt);2020;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,29200000000000;0,29200000000000;Rekenkamer
Inkomensongelijkheid (Gini-coëfficiënt);2021;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,29200000000000;0,29200000000000;Rekenkamer
Inkomensongelijkheid (Gini-coëfficiënt);2022;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,28800000000000;0,28800000000000;Rekenkamer
Inkomensongelijkheid (Gini-coëfficiënt);2023;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,31500000000000;0,31500000000000;Rekenkamer
Inkomensongelijkheid (Gini-coëfficiënt);2024;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,30800000000000;0,30800000000000;Rekenkamer
Loonkloof man/vrouw (inkomen vrouwen als % van inkomen mannen);2020;Gelijkheid/non-discriminatie;NA;CBS;Een hoger % is beter;Wet Loontransparantie (2026);NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;86,30000000000000;86,30000000000000;Rekenkamer
Loonkloof man/vrouw (inkomen vrouwen als % van inkomen mannen);2021;Gelijkheid/non-discriminatie;NA;CBS;Een hoger % is beter;Wet Loontransparantie (2026);NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;86,80000000000000;86,80000000000000;Rekenkamer
Loonkloof man/vrouw (inkomen vrouwen als % van inkomen mannen);2022;Gelijkheid/non-discriminatie;NA;CBS;Een hoger % is beter;Wet Loontransparantie (2026);NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;87,30000000000000;87,30000000000000;Rekenkamer
Loonkloof man/vrouw (inkomen vrouwen als % van inkomen mannen);2023;Gelijkheid/non-discriminatie;NA;CBS;Een hoger % is beter;Wet Loontransparantie (2026);NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;88,00000000000000;88,00000000000000;Rekenkamer
Loonkloof man/vrouw (inkomen vrouwen als % van inkomen mannen);2024;Gelijkheid/non-discriminatie;NA;CBS;Een hoger % is beter;Wet Loontransparantie (2026);NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;89,30000000000000;89,30000000000000;Rekenkamer
Loonkloof man/vrouw (inkomen vrouwen als % van inkomen mannen);2025;Gelijkheid/non-discriminatie;NA;CBS;Een hoger % is beter;Wet Loontransparantie (2026);NA;NA;NA;NA;NA;hoger;Wet of verdrag;FALSE;NA;NA;90,30000000000000;90,30000000000000;Rekenkamer
Vermogensongelijkheid (Gini-coëfficiënt);2020;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,76600000000000;0,76600000000000;Rekenkamer
Vermogensongelijkheid (Gini-coëfficiënt);2021;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,74000000000000;0,74000000000000;Rekenkamer
Vermogensongelijkheid (Gini-coëfficiënt);2022;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,71900000000000;0,71900000000000;Rekenkamer
Vermogensongelijkheid (Gini-coëfficiënt);2023;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,72800000000000;0,72800000000000;Rekenkamer
Vermogensongelijkheid (Gini-coëfficiënt);2024;Gelijkheid/non-discriminatie;Gini-coëfficiënt;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);NA;NA;NA;NA;NA;lager;Overig;FALSE;NA;NA;0,72500000000000;0,72500000000000;Rekenkamer
Verschil (in jaren) gezonde levensverwachting tussen hoogste en laagste inkomenskwintiel (mannen);2020;Gelijkheid/non-discriminatie;mannen;CBS/RIVM;Hoe lager/kleiner, hoe beter;Nationaal Preventieakkoord 2018;NA;NA;NA;NA;NA;lager;Beleidsafspraak;FALSE;NA;NA;22,70000000000000;22,70000000000000;Rekenkamer
Verschil (in jaren) gezonde levensverwachting tussen hoogste en laagste inkomenskwintiel (mannen);2022;Gelijkheid/non-discriminatie;mannen;CBS/RIVM;Hoe lager/kleiner, hoe beter;Nationaal Preventieakkoord 2018;NA;NA;NA;NA;NA;lager;Beleidsafspraak;FALSE;NA;NA;20,80000000000000;20,80000000000000;Rekenkamer
Verschil (in jaren) gezonde levensverwachting tussen hoogste en laagste inkomenskwintiel (vrouwen);2020;Gelijkheid/non-discriminatie;vrouwen;CBS/RIVM;Hoe lager/kleiner, hoe beter;Nationaal Preventieakkoord 2018;NA;NA;NA;NA;NA;lager;Beleidsafspraak;FALSE;NA;NA;21,60000000000000;21,60000000000000;Rekenkamer
Verschil (in jaren) gezonde levensverwachting tussen hoogste en laagste inkomenskwintiel (vrouwen);2022;Gelijkheid/non-discriminatie;vrouwen;CBS/RIVM;Hoe lager/kleiner, hoe beter;Nationaal Preventieakkoord 2018;NA;NA;NA;NA;NA;lager;Beleidsafspraak;FALSE;NA;NA;21,70000000000000;21,70000000000000;Rekenkamer
Aantallen vroegtijdig schoolverlaters (12-23 jaar);2020;Kennis & Vaardigheden;12-23 jaar;CBS;Maximum 2026: 18.000;Wet educatie en beroepsonderwijs, Wet op hoger onderwijs en wetenschappelijk onderzoek;NA;NA;18000,0;2026;NA;lager;Wet of verdrag;FALSE;NA;NA;26360,00000000000000;26360,00000000000000;Rekenkamer
Aantallen vroegtijdig schoolverlaters (12-23 jaar);2021;Kennis & Vaardigheden;12-23 jaar;CBS;Maximum 2026: 18.000;Wet educatie en beroepsonderwijs, Wet op hoger onderwijs en wetenschappelijk onderzoek;NA;NA;18000,0;2026;NA;lager;Wet of verdrag;FALSE;NA;NA;28790,00000000000000;28790,00000000000000;Rekenkamer
